,team1Player1,team1Player2,team1Player3,team1Player4,team1Player5,team1Player6,team1Player7,team1Player8,team1Player9,team1Player10,team1Player11,team1Player12,team1Player13,team1Player14,team1Player15,team1Player16,team1Player17,team1Player18,team1Golie1,team2Player1,team2Player2,team2Player3,team2Player4,team2Player5,team2Player6,team2Player7,team2Player8,team2Player9,team2Player10,team2Player11,team2Player12,team2Player13,team2Player14,team2Player15,team2Player16,team2Player17,team2Player18,team2Golie1,score
9453,I. Barbashev,P. Berglund,K. Brodziak,M. Paajarvi,D. Perron,R. Reaves,Z. Sanford,J. Schwartz,V. Sobotka,A. Steen,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,J. Allen,C. Coyle,J. Eriksson Ek,M. Granlund,M. Hanzal,E. Haula,M. Koivu,N. Niederreiter,Z. Parise,J. Pominville,E. Staal,C. Stewart,J. Zucker,J. Brodin,M. Dumba,C. Folin,M. Scandella,J. Spurgeon,R. Suter,D. Dubnyk,0.0
9454,J. Anderson,C. Atkinson,O. Bjorkstrand,M. Calvert,B. Dubinsky,N. Foligno,S. Gagner,S. Hartnell,B. Jenner,W. Karlsson,B. Saad,A. Wennberg,G. Carlsson,S. Harrington,J. Johnson,S. Jones,D. Savard,Z. Werenski,S. Bobrovsky,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,P. Hornqvist,P. Kessel,T. Kuhnhackl,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Fleury,1.0
9455,M. Boedker,L. Couture,J. Donskoi,J. Hansen,T. Hertl,M. Karlsson,P. Marleau,T. Meier,J. Pavelski,M. Sorensen,C. Tierney,J. Ward,J. Braun,B. Burns,B. Dillon,P. Martin,D. Schlemko,M. Vlasic,M. Jones,D. Caggiula,D. Desharnais,L. Draisaitl,J. Eberle,Z. Kassian,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,B. Pouliot,A. Slepyshev,M. Benning,O. Klefbom,A. Larsson,D. Nurse,K. Russell,A. Sekera,C. Talbot,1.0
9456,D. Backes,M. Beleskey,P. Bergeron,S. Kuraly,B. Marchand,D. Moore,R. Nash,D. Pastrnak,T. Schaller,R. Spooner,D. Stafford,F. Vatrano,Z. Chara,J. Liles,C. McAvoy,A. McQuaid,K. Miller,J. Morrow,T. Rask,D. Brassard,A. Burrows,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,M. Borowiecki,C. Ceci,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,1.0
9457,P. Aberg,V. Arvidsson,K. Fiala,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,J. Neal,C. Sissons,C. Smith,A. Watson,H. Zolnierczyk,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,A. Anisimov,R. Hartman,V. Hinostroza,M. Hossa,P. Kane,T. Kero,M. Kruger,A. Panarin,R. Panik,D. Rasmussen,N. Schmaltz,J. Toews,B. Campbell,N. Hjalmarsson,D. Keith,J. Oduya,B. Seabrook,T. van Riemsdyk,C. Crawford,0.0
9458,B. Boyle,T. Bozak,C. Brown,Z. Hyman,N. Kadri,K. Kapanen,L. Komarov,M. Marner,M. Martin,A. Matthews,W. Nylander,J. van Riemsdyk,C. Carrick,J. Gardiner,M. Hunwick,M. Marincin,R. Polak,M. Rielly,F. Andersen,N. Backstrom,J. Beagle,A. Burakovsky,B. Connolly,L. Eller,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,J. Williams,T. Wilson,D. Winnik,K. Alzner,J. Carlson,M. Niskanen,D. Orlov,B. Orpik,K. Shattenkirk,B. Holtby,0.0
9459,M. Backlund,S. Bennett,L. Bouma,T. Brouwer,A. Chiasson,M. Ferland,M. Frolik,J. Gaudreau,S. Monahan,M. Stajan,M. Tkachuk,K. Versteeg,M. Bartkowski,T.J. Brodie,D. Engelland,M. Giordano,D. Hamilton,M. Stone,B. Elliott,A. Cogliano,P. Eaves,R. Getzlaf,R. Kesler,C. Perry,R. Rakell,N. Ritchie,L. Shaw,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,K. Bieksa,K. Holzer,H. Lindholm,J. Manson,B. Montour,S. Theodore,J. Gibson,1.0
9460,C. Coyle,M. Granlund,M. Hanzal,E. Haula,M. Koivu,N. Niederreiter,Z. Parise,J. Pominville,E. Staal,C. Stewart,R. White,J. Zucker,J. Brodin,M. Dumba,N. Prosser,M. Scandella,J. Spurgeon,R. Suter,D. Dubnyk,I. Barbashev,P. Berglund,K. Brodziak,M. Paajarvi,D. Perron,R. Reaves,Z. Sanford,J. Schwartz,V. Sobotka,A. Steen,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,J. Allen,1.0
9461,P. Byron,P. Danault,A. Galchenyuk,B. Gallagher,D. King,A. Lehkonen,T. Mitchell,S. Ott,M. Pacioretty,T. Plekanec,A. Radulov,A. Shaw,N. Beaulieu,J. Benn,B. Davidson,A. Markov,J. Petry,S. Weber,C. Price,J. Fast,T. Glass,M. Grabner,K. Hayes,C. Kreider,O. Lindberg,J.T. Miller,R. Nash,D. Stepan,J. Vesey,M. Zibanejad,M. Zuccarello,D. Girardi,K. Klein,R. McDonagh,B. Skjei,B. Smith,M. Staal,H. Lundqvist,0.0
9462,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,P. Hornqvist,P. Kessel,T. Kuhnhackl,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Fleury,J. Anderson,C. Atkinson,O. Bjorkstrand,B. Dubinsky,N. Foligno,S. Gagner,S. Hartnell,B. Jenner,W. Karlsson,S. Milano,B. Saad,A. Wennberg,G. Carlsson,S. Harrington,J. Johnson,S. Jones,D. Savard,Z. Werenski,S. Bobrovsky,0.0
9463,D. Caggiula,D. Desharnais,L. Draisaitl,J. Eberle,Z. Kassian,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,B. Pouliot,A. Slepyshev,M. Benning,O. Klefbom,A. Larsson,D. Nurse,K. Russell,A. Sekera,C. Talbot,L. Couture,J. Donskoi,J. Hansen,T. Hertl,M. Karlsson,P. Marleau,T. Meier,J. Pavelski,M. Sorensen,J. Thornton,C. Tierney,J. Ward,J. Braun,B. Burns,B. Dillon,P. Martin,D. Schlemko,M. Vlasic,M. Jones,0.0
9464,D. Brassard,A. Burrows,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,C. Ceci,B. Harpur,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,N. Acciari,D. Backes,P. Bergeron,D. Krejci,B. Marchand,D. Moore,R. Nash,D. Pastrnak,T. Schaller,R. Spooner,D. Stafford,F. Vatrano,Z. Chara,T. Cross,J. Liles,C. McAvoy,K. Miller,J. Morrow,T. Rask,0.0
9465,A. Anisimov,R. Hartman,M. Hossa,P. Kane,T. Kero,M. Kruger,A. Panarin,R. Panik,D. Rasmussen,N. Schmaltz,J. Toews,J. Tootoo,B. Campbell,N. Hjalmarsson,D. Keith,J. Oduya,B. Seabrook,T. van Riemsdyk,C. Crawford,P. Aberg,V. Arvidsson,K. Fiala,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,J. Neal,C. Sissons,C. Smith,A. Watson,H. Zolnierczyk,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,1.0
9466,N. Backstrom,J. Beagle,A. Burakovsky,B. Connolly,L. Eller,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,J. Williams,T. Wilson,D. Winnik,J. Carlson,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,K. Shattenkirk,B. Holtby,B. Boyle,T. Bozak,C. Brown,Z. Hyman,N. Kadri,K. Kapanen,L. Komarov,M. Marner,M. Martin,A. Matthews,W. Nylander,J. van Riemsdyk,C. Carrick,J. Gardiner,M. Hunwick,M. Marincin,M. Rielly,N. Zaitsev,F. Andersen,1.0
9467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9468,P. Byron,P. Danault,A. Galchenyuk,B. Gallagher,D. King,A. Lehkonen,T. Mitchell,S. Ott,M. Pacioretty,T. Plekanec,A. Radulov,A. Shaw,N. Beaulieu,J. Benn,B. Davidson,A. Markov,J. Petry,S. Weber,C. Price,P. Buchnevich,J. Fast,M. Grabner,K. Hayes,C. Kreider,O. Lindberg,J.T. Miller,R. Nash,D. Stepan,J. Vesey,M. Zibanejad,M. Zuccarello,D. Girardi,N. Holden,R. McDonagh,B. Skjei,B. Smith,M. Staal,H. Lundqvist,1.0
9469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9470,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,P. Hornqvist,P. Kessel,T. Kuhnhackl,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Fleury,J. Anderson,C. Atkinson,O. Bjorkstrand,M. Calvert,B. Dubinsky,N. Foligno,S. Gagner,B. Jenner,W. Karlsson,B. Saad,L. Sedlak,A. Wennberg,G. Carlsson,J. Johnson,S. Jones,M. Nutivaara,K. Quincey,D. Savard,S. Bobrovsky,1.0
9471,N. Backstrom,J. Beagle,A. Burakovsky,B. Connolly,L. Eller,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,J. Williams,T. Wilson,D. Winnik,J. Carlson,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,K. Shattenkirk,B. Holtby,B. Boyle,T. Bozak,C. Brown,Z. Hyman,N. Kadri,K. Kapanen,L. Komarov,M. Marner,M. Martin,A. Matthews,W. Nylander,J. van Riemsdyk,C. Carrick,J. Gardiner,M. Hunwick,M. Marincin,M. Rielly,N. Zaitsev,F. Andersen,0.0
9472,C. Coyle,J. Eriksson Ek,M. Granlund,M. Hanzal,M. Koivu,N. Niederreiter,Z. Parise,J. Pominville,E. Staal,C. Stewart,R. White,J. Zucker,J. Brodin,M. Dumba,N. Prosser,M. Scandella,J. Spurgeon,R. Suter,D. Dubnyk,I. Barbashev,P. Berglund,K. Brodziak,M. Paajarvi,D. Perron,R. Reaves,Z. Sanford,J. Schwartz,V. Sobotka,A. Steen,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,J. Allen,0.0
9473,D. Brassard,A. Burrows,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,C. Ceci,B. Harpur,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,N. Acciari,D. Backes,P. Bergeron,D. Krejci,B. Marchand,D. Moore,R. Nash,D. Pastrnak,T. Schaller,R. Spooner,D. Stafford,F. Vatrano,Z. Chara,J. Liles,C. McAvoy,C. Miller,K. Miller,J. Morrow,T. Rask,0.0
9474,P. Buchnevich,J. Fast,M. Grabner,K. Hayes,C. Kreider,O. Lindberg,J.T. Miller,R. Nash,D. Stepan,J. Vesey,M. Zibanejad,M. Zuccarello,D. Girardi,N. Holden,R. McDonagh,B. Skjei,B. Smith,M. Staal,H. Lundqvist,P. Byron,P. Danault,A. Galchenyuk,B. Gallagher,D. King,A. Lehkonen,T. Mitchell,S. Ott,M. Pacioretty,T. Plekanec,A. Radulov,A. Shaw,N. Beaulieu,J. Benn,A. Emelin,A. Markov,J. Petry,S. Weber,C. Price,0.0
9475,A. Anisimov,R. Hartman,M. Hossa,P. Kane,T. Kero,M. Kruger,A. Panarin,R. Panik,D. Rasmussen,N. Schmaltz,J. Toews,B. Campbell,N. Hjalmarsson,D. Keith,M. Kempny,J. Oduya,B. Seabrook,T. van Riemsdyk,C. Crawford,P. Aberg,V. Arvidsson,K. Fiala,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,J. Neal,P.A. Parenteau,C. Sissons,A. Watson,H. Zolnierczyk,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,1.0
9476,J. Anderson,C. Atkinson,O. Bjorkstrand,M. Calvert,B. Dubinsky,S. Gagner,S. Hartnell,B. Jenner,W. Karlsson,B. Saad,L. Sedlak,A. Wennberg,G. Carlsson,J. Johnson,S. Jones,M. Nutivaara,K. Quincey,D. Savard,S. Bobrovsky,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,P. Hornqvist,P. Kessel,T. Kuhnhackl,E. Malkin,C. Rowney,B. Rust,C. Sheary,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Fleury,1.0
9477,M. Boedker,L. Couture,J. Hansen,T. Hertl,M. Karlsson,P. Marleau,T. Meier,J. Pavelski,M. Sorensen,J. Thornton,C. Tierney,J. Ward,J. Braun,B. Burns,B. Dillon,P. Martin,D. Schlemko,M. Vlasic,M. Jones,D. Caggiula,D. Desharnais,L. Draisaitl,J. Eberle,Z. Kassian,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,B. Pouliot,A. Slepyshev,M. Benning,O. Klefbom,A. Larsson,D. Nurse,K. Russell,A. Sekera,C. Talbot,1.0
9478,B. Boyle,T. Bozak,C. Brown,Z. Hyman,N. Kadri,K. Kapanen,L. Komarov,M. Marner,M. Martin,A. Matthews,W. Nylander,J. van Riemsdyk,C. Carrick,J. Gardiner,M. Hunwick,M. Marincin,M. Rielly,N. Zaitsev,F. Andersen,N. Backstrom,J. Beagle,A. Burakovsky,B. Connolly,L. Eller,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,J. Williams,T. Wilson,D. Winnik,J. Carlson,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,K. Shattenkirk,B. Holtby,1.0
9479,N. Acciari,D. Backes,P. Bergeron,D. Krejci,S. Kuraly,B. Marchand,D. Moore,R. Nash,D. Pastrnak,T. Schaller,D. Stafford,F. Vatrano,Z. Chara,J. Liles,C. McAvoy,C. Miller,K. Miller,J. Morrow,T. Rask,D. Brassard,A. Burrows,R. Dzingel,M. Hoffman,C. Kelly,C. MacArthur,J. Pageau,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,C. Ceci,B. Harpur,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,0.0
9480,P. Berglund,K. Brodziak,J. Lehtera,M. Paajarvi,D. Perron,R. Reaves,J. Schwartz,V. Sobotka,P. Stastny,A. Steen,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,J. Allen,C. Coyle,M. Granlund,M. Hanzal,E. Haula,M. Koivu,N. Niederreiter,Z. Parise,J. Pominville,E. Staal,C. Stewart,R. White,J. Zucker,J. Brodin,M. Dumba,N. Prosser,M. Scandella,J. Spurgeon,R. Suter,D. Dubnyk,0.0
9481,D. Caggiula,D. Desharnais,L. Draisaitl,J. Eberle,Z. Kassian,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,B. Pouliot,A. Slepyshev,M. Benning,O. Klefbom,A. Larsson,D. Nurse,K. Russell,A. Sekera,C. Talbot,M. Boedker,L. Couture,J. Donskoi,J. Hansen,T. Hertl,M. Karlsson,P. Marleau,J. Pavelski,M. Sorensen,J. Thornton,C. Tierney,J. Ward,J. Braun,B. Burns,B. Dillon,P. Martin,D. Schlemko,M. Vlasic,M. Jones,0.0
9482,P. Byron,P. Danault,B. Flynn,A. Galchenyuk,B. Gallagher,D. King,A. Lehkonen,M. McCarron,S. Ott,M. Pacioretty,T. Plekanec,A. Radulov,J. Benn,B. Davidson,A. Emelin,A. Markov,J. Petry,S. Weber,C. Price,P. Buchnevich,J. Fast,M. Grabner,K. Hayes,C. Kreider,O. Lindberg,J.T. Miller,R. Nash,D. Stepan,J. Vesey,M. Zibanejad,M. Zuccarello,D. Girardi,N. Holden,R. McDonagh,B. Skjei,B. Smith,M. Staal,H. Lundqvist,1.0
9483,D. Brassard,A. Burrows,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,T. Wingels,C. Ceci,F. Claesson,B. Harpur,E. Karlsson,M. Methot,D. Phaneuf,C. Anderson,N. Acciari,D. Backes,M. Beleskey,P. Bergeron,S. Kuraly,B. Marchand,D. Moore,R. Nash,D. Pastrnak,T. Schaller,D. Stafford,F. Vatrano,Z. Chara,J. Liles,C. McAvoy,C. Miller,K. Miller,J. Morrow,T. Rask,0.0
9484,N. Backstrom,J. Beagle,A. Burakovsky,B. Connolly,L. Eller,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,J. Williams,T. Wilson,D. Winnik,J. Carlson,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,K. Shattenkirk,B. Holtby,B. Boyle,T. Bozak,C. Brown,Z. Hyman,N. Kadri,K. Kapanen,L. Komarov,M. Marner,M. Martin,A. Matthews,W. Nylander,J. van Riemsdyk,C. Carrick,J. Gardiner,M. Hunwick,M. Marincin,M. Rielly,N. Zaitsev,F. Andersen,0.0
9485,V. Arvidsson,K. Fiala,V. Fiddler,M. Fisher,F. Forsberg,R. Johansen,C. McLeod,J. Neal,P.A. Parenteau,C. Sissons,A. Watson,C. Wilson,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,P. Berglund,K. Brodziak,J. Lehtera,M. Paajarvi,D. Perron,R. Reaves,J. Schwartz,V. Sobotka,P. Stastny,A. Steen,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,J. Allen,0.0
9486,D. Caggiula,D. Desharnais,L. Draisaitl,J. Eberle,Z. Kassian,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,B. Pouliot,A. Slepyshev,M. Benning,O. Klefbom,A. Larsson,D. Nurse,K. Russell,A. Sekera,C. Talbot,A. Cogliano,P. Eaves,R. Getzlaf,R. Kesler,C. Perry,R. Rakell,N. Ritchie,L. Shaw,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,K. Bieksa,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Theodore,J. Gibson,0.0
9487,P. Buchnevich,J. Fast,M. Grabner,K. Hayes,C. Kreider,O. Lindberg,J.T. Miller,R. Nash,D. Stepan,J. Vesey,M. Zibanejad,M. Zuccarello,D. Girardi,N. Holden,R. McDonagh,B. Skjei,B. Smith,M. Staal,H. Lundqvist,D. Brassard,A. Burrows,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,T. Wingels,C. Ceci,F. Claesson,B. Harpur,E. Karlsson,M. Methot,D. Phaneuf,C. Anderson,1.0
9488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489,V. Arvidsson,V. Fiddler,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,C. McLeod,J. Neal,M. Salomaki,C. Sissons,A. Watson,C. Wilson,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,I. Barbashev,P. Berglund,K. Brodziak,J. Lehtera,D. Perron,R. Reaves,J. Schwartz,V. Sobotka,P. Stastny,A. Steen,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,J. Allen,1.0
9490,D. Caggiula,D. Desharnais,L. Draisaitl,J. Eberle,Z. Kassian,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,B. Pouliot,A. Slepyshev,M. Benning,O. Klefbom,A. Larsson,D. Nurse,K. Russell,A. Sekera,C. Talbot,J. Boll,A. Cogliano,P. Eaves,R. Getzlaf,R. Kesler,C. Perry,R. Rakell,L. Shaw,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,C. Fowler,K. Holzer,H. Lindholm,J. Manson,B. Montour,S. Theodore,J. Gibson,0.0
9491,P. Buchnevich,J. Fast,M. Grabner,K. Hayes,C. Kreider,O. Lindberg,J.T. Miller,R. Nash,D. Stepan,J. Vesey,M. Zibanejad,M. Zuccarello,D. Girardi,N. Holden,R. McDonagh,B. Skjei,B. Smith,M. Staal,H. Lundqvist,D. Brassard,A. Burrows,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,T. Wingels,C. Ceci,F. Claesson,B. Harpur,E. Karlsson,M. Methot,D. Phaneuf,C. Anderson,1.0
9492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493,I. Barbashev,P. Berglund,K. Brodziak,J. Lehtera,D. Perron,R. Reaves,J. Schwartz,V. Sobotka,P. Stastny,A. Steen,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,J. Allen,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,C. McLeod,J. Neal,M. Salomaki,C. Sissons,A. Watson,C. Wilson,H. Zolnierczyk,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,1.0
9494,A. Cogliano,P. Eaves,R. Getzlaf,R. Kesler,C. Perry,R. Rakell,N. Ritchie,L. Shaw,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Theodore,S. Vatanen,J. Gibson,D. Caggiula,D. Desharnais,L. Draisaitl,J. Eberle,Z. Kassian,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,B. Pouliot,A. Slepyshev,M. Benning,O. Klefbom,A. Larsson,D. Nurse,K. Russell,A. Sekera,C. Talbot,0.0
9495,N. Backstrom,J. Beagle,A. Burakovsky,L. Eller,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,J. Williams,T. Wilson,D. Winnik,K. Alzner,J. Carlson,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,K. Shattenkirk,B. Holtby,N. Bonino,S. Crosby,M. Cullen,J. Guentzel,C. Hagelin,P. Hornqvist,P. Kessel,T. Kuhnhackl,C. Kunitz,E. Malkin,B. Rust,C. Sheary,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Fleury,0.0
9496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9497,P. Berglund,J. Lehtera,M. Paajarvi,D. Perron,R. Reaves,Z. Sanford,J. Schwartz,V. Sobotka,P. Stastny,A. Steen,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,J. Allen,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,C. McLeod,J. Neal,M. Salomaki,C. Sissons,A. Watson,C. Wilson,H. Zolnierczyk,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,1.0
9498,N. Backstrom,J. Beagle,A. Burakovsky,L. Eller,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,J. Williams,T. Wilson,D. Winnik,K. Alzner,J. Carlson,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,K. Shattenkirk,B. Holtby,N. Bonino,M. Cullen,J. Guentzel,C. Hagelin,P. Hornqvist,P. Kessel,T. Kuhnhackl,C. Kunitz,E. Malkin,C. Rowney,B. Rust,S. Wilson,I. Cole,T. Daley,B. Dumoulin,R. Hainsey,O. Maatta,J. Schultz,M. Fleury,1.0
9499,A. Cogliano,R. Getzlaf,O. Kase,R. Kesler,C. Perry,R. Rakell,N. Ritchie,L. Shaw,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Theodore,S. Vatanen,J. Gibson,D. Caggiula,D. Desharnais,L. Draisaitl,J. Eberle,Z. Kassian,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,B. Pouliot,A. Slepyshev,M. Benning,O. Klefbom,A. Larsson,D. Nurse,K. Russell,A. Sekera,C. Talbot,0.0
9500,D. Brassard,A. Burrows,R. Dzingel,M. Hoffman,C. MacArthur,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,C. Ceci,B. Harpur,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,J. Fast,T. Glass,M. Grabner,K. Hayes,C. Kreider,O. Lindberg,J.T. Miller,R. Nash,D. Stepan,J. Vesey,M. Zibanejad,M. Zuccarello,D. Girardi,N. Holden,R. McDonagh,B. Skjei,B. Smith,M. Staal,H. Lundqvist,1.0
9501,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,C. McLeod,J. Neal,M. Salomaki,C. Sissons,A. Watson,C. Wilson,H. Zolnierczyk,M. Ekholm,R. Ellis,M. Irwin,R. Josi,P.K. Subban,Y. Weber,P. Rinne,P. Berglund,K. Brodziak,D. Jaskin,J. Lehtera,M. Paajarvi,D. Perron,R. Reaves,J. Schwartz,V. Sobotka,P. Stastny,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,J. Allen,1.0
9502,D. Caggiula,D. Desharnais,L. Draisaitl,J. Eberle,Z. Kassian,M. Letestu,M. Lucic,P. Maroon,C. McDavid,R. Nugent-Hopkins,B. Pouliot,A. Slepyshev,M. Benning,O. Klefbom,A. Larsson,D. Nurse,K. Russell,A. Sekera,C. Talbot,A. Cogliano,R. Getzlaf,N. Kerdiles,R. Kesler,C. Perry,R. Rakell,N. Ritchie,L. Shaw,J. Silfverberg,N. Thompson,A. Vermette,C. Wagner,C. Fowler,H. Lindholm,J. Manson,B. Montour,S. Theodore,S. Vatanen,J. Gibson,1.0
9503,J. Fast,T. Glass,M. Grabner,K. Hayes,C. Kreider,O. Lindberg,J.T. Miller,R. Nash,D. Stepan,J. Vesey,M. Zibanejad,M. Zuccarello,D. Girardi,N. Holden,R. McDonagh,B. Skjei,B. Smith,M. Staal,H. Lundqvist,D. Brassard,A. Burrows,M. Hoffman,C. MacArthur,C. Neil,J. Pageau,T. Pyatt,B. Ryan,Z. Smith,V. Stalberg,M. Stone,K. Turris,C. Ceci,F. Claesson,E. Karlsson,M. Methot,D. Phaneuf,C. Wideman,C. Anderson,1.0
